id,filename,img_score_malicious,img_score_unmatch,img_score_both,text_unmatch_score,text_malicious_score,text_both_score
1,CMIC/Dermoscopy/Skin/ls0216.jpg,30.984054565429688,19.66223907470703,20.10893440246582,0.5378233790397644,0.5580757856369019,0.5158940553665161
2,CMIC/Dermoscopy/Skin/nv1760.jpg,23.20777702331543,9.398210525512695,15.697257995605469,0.4045772850513458,0.4989648461341858,0.4310545325279236
3,CMIC/Dermoscopy/Skin/nv1137.jpg,25.789226531982422,11.329757690429688,15.838153839111328,0.39458250999450684,0.5130869746208191,0.44805407524108887
4,CMIC/Dermoscopy/Skin/nv0204.jpg,14.863088607788086,14.52664566040039,20.174190521240234,0.4281829297542572,0.6508025527000427,0.2839692533016205
5,CMIC/Dermoscopy/Skin/nv2310.jpg,28.113887786865234,12.035125732421875,10.445926666259766,0.4115000069141388,0.48174145817756653,0.36985352635383606
6,CMIC/Dermoscopy/Skin/ls10044.jpg,13.420467376708984,11.912147521972656,1.8165241479873657,0.4527186453342438,0.43597719073295593,0.46303027868270874
7,CMIC/Dermoscopy/Skin/ls1797.jpg,6.831791400909424,15.686029434204102,9.35516357421875,0.36998456716537476,0.4243324398994446,0.39153605699539185
8,CMIC/Dermoscopy/Skin/nv2903.jpg,23.20741844177246,9.648736953735352,6.802829265594482,0.4294600486755371,0.45839858055114746,0.46179434657096863
9,CMIC/Dermoscopy/Skin/nv1552.jpg,24.48248291015625,15.286584854125977,13.645866394042969,0.5019227862358093,0.48354583978652954,0.49489790201187134
10,CMIC/Dermoscopy/Skin/nv4999.jpg,29.295074462890625,21.315622329711914,24.627979278564453,0.6344282627105713,0.5347861647605896,0.4622671604156494
11,CMIC/Dermoscopy/Skin/ls1868.jpg,25.79775619506836,1.2084163427352905,20.591527938842773,0.4831889569759369,0.4289863109588623,0.32305341958999634
12,CMIC/Dermoscopy/Skin/nv1457.jpg,24.237638473510742,12.106746673583984,15.849328994750977,0.5016719102859497,0.40437769889831543,0.3934255540370941
13,CMIC/Dermoscopy/Skin/ls1502.jpg,33.274200439453125,9.075294494628906,15.798580169677734,0.5785271525382996,0.3776947259902954,0.33739951252937317
14,CMIC/Dermoscopy/Skin/ls0181.jpg,33.03404998779297,12.985374450683594,6.9279866218566895,0.52720046043396,0.45057010650634766,0.39432844519615173
15,CMIC/Dermoscopy/Skin/nv5200.jpg,22.03542709350586,24.191884994506836,13.524211883544922,0.38410913944244385,0.5052629709243774,0.4020191431045532
