id,filename,img_score_malicious,img_score_unmatch,img_score_both,text_score_unmatch,text_score_malicious,text_score_both,asr_score_malicious,asr_score_unmatch,asr_score_both
304,CMIC/OCT/Retina/amd_7075915_1.jpg,27.3911075592041,27.3911075592041,12.398011207580566,0.2613582611083984,0.2867151200771332,0.2981816530227661,1,1,1
305,CMIC/OCT/Retina/amd_9977471_2.jpg,21.158203125,23.66903114318848,20.541200637817383,0.2806658744812011,0.3727892339229584,0.3649921417236328,1,1,1
306,CMIC/OCT/Retina/rvo_7720999_6.jpg,12.680179595947266,20.827497482299805,6.443982124328613,0.2502592802047729,0.3071930408477783,0.2521995604038238,1,1,1
307,CMIC/OCT/Retina/dme_6626339_1.jpg,26.570327758789062,16.284934997558594,7.822888374328613,0.2669963836669922,0.2996568083763122,0.2084051966667175,1,1,1
308,CMIC/OCT/Retina/amd_2505815_4.jpg,23.01888084411621,23.01888084411621,23.01888084411621,0.2502641379833221,0.2637266218662262,0.2675149142742157,1,1,1
309,CMIC/OCT/Retina/amd_1096590_3.jpg,6.416327476501465,5.380919456481934,9.608572959899902,0.3838637471199035,0.2658146619796753,0.2644087374210357,1,1,1
310,CMIC/OCT/Retina/amd_7231237_2.jpg,27.071537017822266,9.658690452575684,17.9672908782959,0.2768730521202087,0.3134210109710693,0.2656147181987762,0,1,1
311,CMIC/OCT/Retina/amd_8049842_2.jpg,26.934978485107425,2.7789723873138428,19.36357307434082,0.5961805582046509,0.2721197605133056,0.2792162597179413,1,1,1
312,CMIC/OCT/Retina/amd_2135874_1.jpg,26.122413635253903,25.057144165039062,7.934315204620361,0.2751747965812683,0.2771803140640259,0.3884073495864868,1,1,1
313,CMIC/OCT/Retina/erm_2400030_2.jpg,25.48667526245117,10.314513206481934,25.48667526245117,0.2182101458311081,0.2934026420116424,0.2921934723854065,1,1,1
314,CMIC/OCT/Retina/amd_7688486_2.jpg,15.143957138061523,-2.4583394527435303,24.080780029296875,0.2963922321796417,0.2768841683864593,0.2968565821647644,1,1,1
315,CMIC/OCT/Retina/amd_6422286_5.jpg,9.353843688964844,21.894664764404297,7.804841995239258,0.2817497253417969,0.3772768080234527,0.2364711761474609,1,1,1
316,CMIC/OCT/Retina/amd_6448003_1.jpg,24.8642692565918,24.8642692565918,24.8642692565918,0.2788033485412597,0.2598545849323272,0.2735515832901001,1,1,1
317,CMIC/OCT/Retina/amd_3786502_2.jpg,17.196271896362305,25.569137573242188,17.887331008911133,0.2808161973953247,0.3064990937709808,0.2650942802429199,1,1,1
318,CMIC/OCT/Retina/amd_9494284_2.jpg,29.41815757751465,27.43177032470703,6.0368852615356445,0.2996799647808075,0.4044041931629181,0.2755871117115021,1,1,1
319,CMIC/OCT/Retina/erm_4988592_1.jpg,21.797548294067383,19.878393173217773,21.797548294067383,0.2792900502681732,0.2495500147342682,0.24233940243721,1,1,1
320,CMIC/OCT/Retina/vid_7700464_1.jpg,24.48499870300293,23.14037132263184,24.48499870300293,0.255057692527771,0.2808680236339569,0.2697620391845703,1,1,1
321,CMIC/OCT/Retina/amd_2916045_3.jpg,18.271259307861328,14.734053611755373,26.273601531982425,0.2437219321727752,0.3282737135887146,0.2565403580665588,1,1,1
322,CMIC/OCT/Retina/amd_4342416_1.jpg,-3.0531816482543945,19.05491065979004,27.10173416137696,0.2992520928382873,0.3214135766029358,0.2708457708358764,1,1,1
323,CMIC/OCT/Retina/vid_3376410_1.jpg,5.491591453552246,22.76144218444824,15.229782104492188,0.2550756633281708,0.3144234716892242,0.3107014298439026,1,1,1
324,CMIC/OCT/Retina/no_5232582_3.jpg,10.34415054321289,17.36771011352539,25.309715270996094,0.2578596472740173,0.2506067454814911,0.2850199341773987,1,1,1
325,CMIC/OCT/Retina/amd_2955783_2.jpg,7.742613792419434,27.08247947692871,14.35224723815918,0.254845380783081,0.2607082426548004,0.2283366918563842,1,1,1
326,CMIC/OCT/Retina/no_2954836_3.jpg,24.54024124145508,22.00682830810547,15.325069427490234,0.238981008529663,0.2372586727142334,0.2428479045629501,1,1,1
327,CMIC/OCT/Retina/amd_5344946_2.jpg,23.375383377075195,19.23967742919922,6.734625816345215,0.2927088439464569,0.2518911063671112,0.2639516294002533,1,1,1
328,CMIC/OCT/Retina/no_9504302_2.jpg,25.582603454589844,9.907487869262695,8.580370903015137,0.3503185510635376,0.2751517295837402,0.2934902608394623,1,1,1
329,CMIC/OCT/Retina/amd_7432257_4.jpg,7.6560797691345215,1.0563595294952393,13.554804801940918,0.2632232308387756,0.257719874382019,0.2949413061141968,1,1,1
330,CMIC/OCT/Retina/amd_8434952_1.jpg,26.02096366882324,24.44137191772461,26.02096366882324,0.2825659215450287,0.2863124012947082,0.302517831325531,1,1,1
331,CMIC/OCT/Retina/dme_4122896_1.jpg,25.513545989990234,25.513545989990234,24.78347396850586,0.2826499938964844,0.2699469923973083,0.2721435129642486,1,1,1
332,CMIC/OCT/Retina/amd_5836001_2.jpg,6.337143898010254,19.710769653320312,26.491283416748047,0.2995175123214721,0.3586331903934479,0.2812951207160949,1,1,1
333,CMIC/OCT/Retina/amd_1333129_3.jpg,-0.8416925072669983,7.098244667053223,24.323131561279297,0.2058766186237335,0.3353118300437927,0.2867476642131805,1,1,1
334,CMIC/OCT/Retina/no_7224912_3.jpg,9.062297821044922,22.33072280883789,4.075118064880371,0.1907109022140503,0.2208006978034973,0.1934646368026733,1,1,1
335,CMIC/OCT/Retina/erm_6391922_1.jpg,17.811569213867188,-0.5724573135375977,24.414939880371094,0.4162784814834595,0.286491721868515,0.2741750478744507,1,1,1
336,CMIC/OCT/Retina/erm_6220988_2.jpg,23.35186004638672,2.1955268383026123,21.30810737609864,0.3787432610988617,0.2567695379257202,0.2694203555583954,1,1,1
337,CMIC/OCT/Retina/amd_8468731_5.jpg,23.28793334960937,5.826569557189941,23.28793334960937,0.4325169622898102,0.2712969183921814,0.2749965786933899,1,1,1
338,CMIC/OCT/Retina/erm_3300105_1.jpg,3.868441581726074,20.26425170898437,23.807416915893555,0.2306202352046966,0.2309254556894302,0.2718616127967834,1,1,1
339,CMIC/OCT/Retina/amd_8050953_1.jpg,18.008342742919922,24.92680931091309,12.616108894348145,0.2741442024707794,0.2805126905441284,0.2448374927043914,1,1,1
