id,filename,img_score_malicious,img_score_unmatch,img_score_both,text_score_unmatch,text_score_malicious,text_score_both
1,CMIC/Dermoscopy/Skin/ls0216.jpg,26.77439308166504,11.618085861206055,22.322540283203125,0.6096997261047363,0.5537564754486084,0.5671834349632263
2,CMIC/Dermoscopy/Skin/nv1760.jpg,32.05201721191406,10.052595138549805,-0.34740185737609863,0.663558840751648,0.5917466878890991,0.599244236946106
3,CMIC/Dermoscopy/Skin/nv1137.jpg,32.098182678222656,17.718624114990234,17.251632690429688,0.6554513573646545,0.5815402269363403,0.600949764251709
4,CMIC/Dermoscopy/Skin/nv0204.jpg,35.58283996582031,21.52516746520996,12.7590970993042,0.6908815503120422,0.5744760036468506,0.5445665717124939
5,CMIC/Dermoscopy/Skin/nv2310.jpg,25.07149314880371,10.903803825378418,15.750341415405273,0.6476888060569763,0.5273393392562866,0.5599113702774048
6,CMIC/Dermoscopy/Skin/ls10044.jpg,28.334239959716797,-2.2525601387023926,5.522697448730469,0.6969516277313232,0.5729463696479797,0.600110650062561
7,CMIC/Dermoscopy/Skin/ls1797.jpg,21.055959701538086,12.596118927001953,15.154745101928711,0.7318943738937378,0.7052738070487976,0.6826584339141846
8,CMIC/Dermoscopy/Skin/nv2903.jpg,12.964099884033203,14.187045097351074,17.747161865234375,0.5931533575057983,0.668700098991394,0.7218018770217896
9,CMIC/Dermoscopy/Skin/nv1552.jpg,24.927776336669922,11.897283554077148,6.565682411193848,0.6250408291816711,0.6571347713470459,0.6735026836395264
10,CMIC/Dermoscopy/Skin/nv4999.jpg,28.67293357849121,26.154155731201172,25.603670120239258,0.7374403476715088,0.6995502710342407,0.652869462966919
11,CMIC/Dermoscopy/Skin/ls1868.jpg,32.79706573486328,12.49075698852539,23.650344848632812,0.5963149070739746,0.5843521356582642,0.5175962448120117
12,CMIC/Dermoscopy/Skin/nv1457.jpg,20.451162338256836,13.319347381591797,9.032506942749023,0.6004164218902588,0.628519594669342,0.6895462274551392
13,CMIC/Dermoscopy/Skin/ls1502.jpg,22.984275817871094,8.569900512695312,16.551206588745117,0.5394057035446167,0.6065034866333008,0.5155377388000488
14,CMIC/Dermoscopy/Skin/ls0181.jpg,14.23575210571289,13.640007972717285,5.770462512969971,0.7065168023109436,0.7336218357086182,0.5918214321136475
15,CMIC/Dermoscopy/Skin/nv5200.jpg,34.71609878540039,17.437152862548828,16.82601547241211,0.7052320837974548,0.5585572719573975,0.6368792653083801
16,CMIC/Dermoscopy/Skin/ls10129.jpg,20.305194854736328,13.465274810791016,20.830642700195312,0.5663495063781738,0.6887937784194946,0.6480347514152527
17,CMIC/Dermoscopy/Skin/ls2008.jpg,29.581748962402344,16.96990966796875,14.207157135009766,0.6752163171768188,0.5717257261276245,0.6424752473831177
18,CMIC/Dermoscopy/Skin/nv0516.jpg,26.222942352294922,7.400608062744141,12.961395263671875,0.5998952388763428,0.5546354651451111,0.647975742816925
19,CMIC/Dermoscopy/Skin/ls0617.jpg,37.11304473876953,15.266194343566895,9.947473526000977,0.620295524597168,0.661188006401062,0.6990554332733154
20,CMIC/Dermoscopy/Skin/ls0808.jpg,20.293832778930664,11.415502548217773,11.415553092956543,0.6575620174407959,0.7251259684562683,0.6018565893173218
21,CMIC/Dermoscopy/Skin/nv5384.jpg,31.32477569580078,19.830276489257812,19.239248275756836,0.6269975304603577,0.6239140033721924,0.5784717202186584
22,CMIC/Dermoscopy/Skin/ls0469.jpg,32.55968475341797,8.078393936157227,9.03189468383789,0.6926887035369873,0.5062946081161499,0.5527629256248474
23,CMIC/Dermoscopy/Skin/ls0797.jpg,27.78912925720215,11.120845794677734,18.123952865600586,0.62125563621521,0.5191450119018555,0.6268372535705566
24,CMIC/Dermoscopy/Skin/ls1980.jpg,26.874237060546875,9.755111694335938,13.43885612487793,0.7138088345527649,0.5442821979522705,0.6299941539764404
25,CMIC/Dermoscopy/Skin/nv3055.jpg,25.026512145996094,17.61042022705078,9.609786987304688,0.6582923531532288,0.698121190071106,0.6699198484420776
26,CMIC/Dermoscopy/Skin/nv6168.jpg,28.2196044921875,22.228416442871094,23.738876342773438,0.6943132877349854,0.616339921951294,0.561589241027832
27,CMIC/Dermoscopy/Skin/ls0673.jpg,30.51345443725586,23.568437576293945,19.62514877319336,0.6222535371780396,0.6281048059463501,0.6739780902862549
28,CMIC/Dermoscopy/Skin/nv2734.jpg,32.355777740478516,8.048891067504883,20.25301742553711,0.6920816898345947,0.6631994247436523,0.6226340532302856
29,CMIC/Dermoscopy/Skin/ls1461.jpg,22.32778549194336,10.043861389160156,10.88646125793457,0.6061747670173645,0.5781052112579346,0.5184943675994873
30,CMIC/Dermoscopy/Skin/ls2341.jpg,18.1507568359375,15.830720901489258,11.436589241027832,0.6042746305465698,0.5290486812591553,0.4451201558113098
31,CMIC/Dermoscopy/Skin/ls10169.jpg,24.005329132080078,24.774032592773438,20.795034408569336,0.6521906852722168,0.645740270614624,0.7526037693023682
32,CMIC/Dermoscopy/Skin/nv1348.jpg,19.547239303588867,4.185243129730225,16.038087844848633,0.6442046761512756,0.6614437103271484,0.5903838872909546
33,CMIC/Dermoscopy/Skin/ls1424.jpg,25.885379791259766,20.42864990234375,20.54981231689453,0.5985093712806702,0.5231195688247681,0.5591667890548706
34,CMIC/Dermoscopy/Skin/nv0059.jpg,25.121904373168945,6.845497131347656,21.804792404174805,0.618187427520752,0.537560224533081,0.6208178997039795
35,CMIC/Dermoscopy/Skin/ls0442.jpg,23.136550903320312,19.078189849853516,11.7574462890625,0.5649970173835754,0.6456959247589111,0.6253682374954224
36,CMIC/Dermoscopy/Skin/ls1444.jpg,23.61701202392578,21.742155075073242,16.18987274169922,0.697715163230896,0.6897673606872559,0.684302031993866
