id,filename,current_loss,iter,mode,malicious_or_unmatch,img_score_malicious,img_score_unmatch,img_score_both,text_unmatch_score,text_malicious_score,text_both_score
1,CMIC/Dermoscopy/Skin/ls0216.jpg,7.546875,0,pgd,unmatch,,16.946216583251953,,0.7718473672866821,,
1,CMIC/Dermoscopy/Skin/ls0216.jpg,7.63671875,1,pgd,unmatch,,16.946216583251953,,0.7718473672866821,,
1,CMIC/Dermoscopy/Skin/ls0216.jpg,7.4140625,2,pgd,unmatch,,16.946216583251953,,0.7718473672866821,,
1,CMIC/Dermoscopy/Skin/ls0216.jpg,7.48828125,3,pgd,unmatch,,18.29745864868164,,0.7667125463485718,,
1,CMIC/Dermoscopy/Skin/ls0216.jpg,7.31640625,4,pgd,unmatch,,16.903966903686523,,0.779621958732605,,
1,CMIC/Dermoscopy/Skin/ls0216.jpg,7.24609375,5,pgd,unmatch,,16.946216583251953,,0.7718473672866821,,
1,CMIC/Dermoscopy/Skin/ls0216.jpg,7.171875,6,pgd,unmatch,,18.29745864868164,,0.7667125463485718,,
1,CMIC/Dermoscopy/Skin/ls0216.jpg,7.10546875,7,pgd,unmatch,,16.946216583251953,,0.7718473672866821,,
1,CMIC/Dermoscopy/Skin/ls0216.jpg,7.1796875,8,pgd,unmatch,,17.74861717224121,,0.7796682715415955,,
1,CMIC/Dermoscopy/Skin/ls0216.jpg,6.98046875,9,pgd,unmatch,,17.427717208862305,,0.7784641981124878,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,4.4375,0,pgd,unmatch,,14.94846248626709,,0.6929917335510254,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,4.44140625,1,pgd,unmatch,,14.94846248626709,,0.6929917335510254,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,4.375,2,pgd,unmatch,,14.94846248626709,,0.6929917335510254,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,4.2578125,3,pgd,unmatch,,14.94846248626709,,0.6929917335510254,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,4.24609375,4,pgd,unmatch,,14.94846248626709,,0.6929917335510254,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,4.1953125,5,pgd,unmatch,,14.94846248626709,,0.6929917335510254,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,4.125,6,pgd,unmatch,,14.94846248626709,,0.6929917335510254,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,4.01171875,7,pgd,unmatch,,17.099655151367188,,0.7091615200042725,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,4.15234375,8,pgd,unmatch,,17.099655151367188,,0.7091615200042725,,
2,CMIC/Dermoscopy/Skin/nv1760.jpg,3.943359375,9,pgd,unmatch,,18.717491149902344,,0.716611385345459,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,5.8046875,0,pgd,unmatch,,7.71143913269043,,0.7570046186447144,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,6.0078125,1,pgd,unmatch,,7.71143913269043,,0.7570046186447144,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,5.859375,2,pgd,unmatch,,7.71143913269043,,0.7570046186447144,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,5.66796875,3,pgd,unmatch,,5.58975076675415,,0.6941291093826294,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,5.5703125,4,pgd,unmatch,,14.986352920532227,,0.5705500841140747,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,5.4765625,5,pgd,unmatch,,9.770406723022461,,0.7052676677703857,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,5.3671875,6,pgd,unmatch,,5.58975076675415,,0.6941291093826294,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,5.3828125,7,pgd,unmatch,,10.095197677612305,,0.6663770079612732,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,5.26953125,8,pgd,unmatch,,15.239916801452637,,0.709591269493103,,
3,CMIC/Dermoscopy/Skin/nv1137.jpg,5.1953125,9,pgd,unmatch,,15.239916801452637,,0.709591269493103,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,6.92578125,0,pgd,unmatch,,22.651121139526367,,0.554338812828064,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,6.87890625,1,pgd,unmatch,,16.032087326049805,,0.4823031723499298,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,6.703125,2,pgd,unmatch,,16.690475463867188,,0.7010157704353333,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,6.62109375,3,pgd,unmatch,,16.690475463867188,,0.7010157704353333,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,6.44921875,4,pgd,unmatch,,19.68327522277832,,0.6949413418769836,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,6.4140625,5,pgd,unmatch,,19.68327522277832,,0.6949413418769836,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,6.1171875,6,pgd,unmatch,,19.68327522277832,,0.6949413418769836,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,6.09375,7,pgd,unmatch,,16.690475463867188,,0.7010157704353333,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,5.9765625,8,pgd,unmatch,,20.571735382080078,,0.5533179044723511,,
4,CMIC/Dermoscopy/Skin/nv0204.jpg,5.83203125,9,pgd,unmatch,,16.690475463867188,,0.7010157704353333,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.90234375,0,pgd,unmatch,,12.447015762329102,,0.7045291662216187,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.90234375,1,pgd,unmatch,,12.447015762329102,,0.7045291662216187,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.80078125,2,pgd,unmatch,,12.447015762329102,,0.7045291662216187,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.71484375,3,pgd,unmatch,,12.447015762329102,,0.7045291662216187,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.62890625,4,pgd,unmatch,,12.945775985717773,,0.6642252206802368,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.6953125,5,pgd,unmatch,,12.945775985717773,,0.6642252206802368,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.65234375,6,pgd,unmatch,,12.945775985717773,,0.6642252206802368,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.60546875,7,pgd,unmatch,,12.945775985717773,,0.6642252206802368,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.5859375,8,pgd,unmatch,,12.945775985717773,,0.6642252206802368,,
5,CMIC/Dermoscopy/Skin/nv2310.jpg,5.515625,9,pgd,unmatch,,12.945775985717773,,0.6642252206802368,,
6,CMIC/Dermoscopy/Skin/ls10044.jpg,5.3671875,0,pgd,unmatch,,15.386465072631836,,0.6916859149932861,,
6,CMIC/Dermoscopy/Skin/ls10044.jpg,5.40234375,1,pgd,unmatch,,15.386465072631836,,0.6916859149932861,,
6,CMIC/Dermoscopy/Skin/ls10044.jpg,5.25390625,2,pgd,unmatch,,15.386465072631836,,0.6916859149932861,,
6,CMIC/Dermoscopy/Skin/ls10044.jpg,5.05859375,3,pgd,unmatch,,15.386465072631836,,0.6916859149932861,,
6,CMIC/Dermoscopy/Skin/ls10044.jpg,4.9609375,4,pgd,unmatch,,16.96333122253418,,0.6899254322052002,,
6,CMIC/Dermoscopy/Skin/ls10044.jpg,5.1015625,5,pgd,unmatch,,15.386465072631836,,0.6916859149932861,,
6,CMIC/Dermoscopy/Skin/ls10044.jpg,4.97265625,6,pgd,unmatch,,15.386465072631836,,0.6916859149932861,,
6,CMIC/Dermoscopy/Skin/ls10044.jpg,4.94140625,7,pgd,unmatch,,15.386465072631836,,0.6916859149932861,,
