id,filename,img_score_malicious,img_score_unmatch,img_score_both,img_score_normal,text_score_unmatch,text_score_malicious,text_score_both,text_score_normal,asr_score_malicious,asr_score_unmatch,asr_score_both,asr_score_normal
1,CMIC/Dermoscopy/Skin/ls0216.jpg,30.950294494628903,19.270395278930664,23.40898895263672,35.10673522949219,0.4875837862491607,0.5340414047241211,0.6247484683990479,0.5209375619888306,1,1,0,1
2,CMIC/Dermoscopy/Skin/nv1760.jpg,33.751373291015625,4.399898052215576,11.30307388305664,24.80571174621582,0.5609747767448425,0.5789749622344971,0.4329096674919128,0.5439597964286804,1,1,1,1
3,CMIC/Dermoscopy/Skin/nv1137.jpg,31.09298515319824,5.200546741485596,10.211748123168944,17.451740264892578,0.5231444239616394,0.510489821434021,0.5452525615692139,0.4853618443012237,1,1,0,1
4,CMIC/Dermoscopy/Skin/nv0204.jpg,25.208648681640625,21.49143409729004,21.181137084960938,34.089820861816406,0.6694200038909912,0.4520132839679718,0.6779299378395081,0.6060516834259033,1,1,1,1
5,CMIC/Dermoscopy/Skin/nv2310.jpg,22.58104133605957,11.510294914245604,16.37196922302246,20.721895217895508,0.7303361892700195,0.6032823920249939,0.5051892399787903,0.679240345954895,1,1,0,1
6,CMIC/Dermoscopy/Skin/ls10044.jpg,17.35373306274414,8.415498733520508,13.292227745056152,8.970502853393555,0.67021644115448,0.4286548495292663,0.6034153699874878,0.5915721654891968,1,1,1,1
7,CMIC/Dermoscopy/Skin/ls1797.jpg,9.285249710083008,13.083112716674805,15.235130310058594,17.106931686401367,0.6801804304122925,0.5941870808601379,0.5867538452148438,0.5899192094802856,1,1,0,1
8,CMIC/Dermoscopy/Skin/nv2903.jpg,12.405452728271484,13.296056747436523,13.563718795776367,11.920973777770996,0.5512471795082092,0.429600715637207,0.6372520923614502,0.6074737310409546,1,1,0,1
9,CMIC/Dermoscopy/Skin/nv1552.jpg,31.183135986328125,11.902214050292969,8.644063949584961,9.428720474243164,0.5356677174568176,0.55821692943573,0.5366955995559692,0.6042871475219727,1,1,1,1
10,CMIC/Dermoscopy/Skin/nv4999.jpg,25.320968627929688,16.160808563232422,19.598573684692383,26.16390991210937,0.6879370808601379,0.6430799961090088,0.6216010451316833,0.6766531467437744,1,1,1,1
11,CMIC/Dermoscopy/Skin/ls1868.jpg,17.7526912689209,15.555593490600586,12.537361145019531,14.651498794555664,0.4472756683826446,0.5089483857154846,0.6131876707077026,0.5054218769073486,1,1,1,1
12,CMIC/Dermoscopy/Skin/nv1457.jpg,35.32612991333008,6.789810657501221,13.116778373718262,21.38867950439453,0.4959343671798706,0.4596064686775207,0.5910367965698242,0.5697485208511353,1,1,1,1
13,CMIC/Dermoscopy/Skin/ls1502.jpg,15.86330795288086,13.032393455505373,9.874481201171877,10.384391784667969,0.5040562152862549,0.3957384824752807,0.597412109375,0.4738397002220154,1,1,0,1
14,CMIC/Dermoscopy/Skin/ls0181.jpg,20.42235565185547,3.5745320320129395,11.939006805419922,31.392105102539062,0.454689085483551,0.5122501850128174,0.3937804102897644,0.5504586100578308,1,1,1,1
15,CMIC/Dermoscopy/Skin/nv5200.jpg,26.583749771118164,12.165942192077637,13.963653564453123,2.813567638397217,0.702785849571228,0.7324820160865784,0.7162997722625732,0.4559023380279541,1,1,1,1
16,CMIC/Dermoscopy/Skin/ls10129.jpg,16.28186798095703,17.84014892578125,18.90488052368164,29.364959716796875,0.6697129011154175,0.7639244198799133,0.699324369430542,0.5497307777404785,1,1,1,1
17,CMIC/Dermoscopy/Skin/ls2008.jpg,12.880260467529297,9.442054748535156,11.887271881103516,21.46306610107422,0.4460793435573578,0.450576901435852,0.6497662663459778,0.6156200766563416,1,1,1,1
